,name,url,Main Story time,Main Story tag info,Main + Extra time,Main + Extra tag info,Completionist time,Completionist tag info,Solo time,Solo tag info,Co-Op time,Co-Op tag info,Vs. time,Vs. tag info
13223,theelderscrollsadventuresredguard,game?id=9847,17.0,50.0,,0.0,,0.0,,,,,,
13224,thegetawayblackmonday,game?id=9891,8.0,50.0,12.0,40.0,19.5,40.0,,,,,,
13225,thekingofdragons,game?id=9968,1.5,100.0,1.5,40.0,1.5,40.0,,,,,,
13226,thekingoffightersxii,game?id=9986,4.5,50.0,,0.0,,0.0,,,,,,
13227,thelegendofheroesiiprophecyofthemoonlightwitch,game?id=10006,23.0,50.0,25.5,50.0,29.5,40.0,,,,,,
13228,thelordoftheringsthebattleformiddleearth,game?id=10063,27.5,80.0,31.5,60.0,39.5,60.0,,,,,,
13229,thelordoftheringsthebattleformiddleearthiitheriseofthewitchking,game?id=10065,9.5,50.0,16.0,40.0,16.0,40.0,,,,,,
13230,themanhole,game?id=10086,30.0,40.0,33.0,40.0,2.0,40.0,,,,,,
13231,themummyreturns,game?id=10103,4.0,40.0,4.5,40.0,4.5,40.0,,,,,,
13232,thepoliticalmachine2012,game?id=10133,2.0,40.0,,0.0,10.5,40.0,,,,,,
13233,theswordofetheria,game?id=10223,7.5,40.0,9.5,40.0,,0.0,,,,,,
13234,theuncannyxmen,game?id=10241,3.5,40.0,,0.0,,0.0,,,,,,
13235,thewalkingdeadepisode2starvedforhelp,game?id=10254,,,,,,,2.5,100.0,,,,
13236,thewalkingdeadepisode3longroadahead,game?id=10255,,,,,,,2.5,100.0,,,,
13237,themepark,game?id=10291,12.5,40.0,13.0,40.0,19.5,50.0,,,,,,
13238,thunderforceiv,game?id=10322,45.0,70.0,1.0,40.0,2.0,40.0,,,,,,
13239,timecrisisii,game?id=10344,1.0,60.0,1.5,40.0,4.0,40.0,,,,,,
13240,tinytoonadventures2troubleinwackyland,game?id=10370,34.0,50.0,,0.0,2.0,40.0,,,,,,
13241,tomandjerryinhousetrap,game?id=10421,3.0,50.0,,0.0,,0.0,,,,,,
13242,tomclancysghostreconfuturesoldierravenstrikedlc,game?id=10435,2.0,50.0,,0.0,,0.0,,,,,,
13243,tombraiderthelostartifact,game?id=10481,3.5,40.0,5.5,50.0,6.5,40.0,,,,,,
13244,topspin,game?id=10520,,,,,,,12.5,40.0,,0.0,,0.0
13245,tribes2,game?id=10644,1.0,40.0,,0.0,12.5,40.0,,,,,,
13246,ufouriathesaga,game?id=10754,3.5,50.0,,0.0,5.0,40.0,,,,,,
13247,uruagesbeyondmyst,game?id=10852,14.0,40.0,,0.0,,0.0,,,,,,
13248,velocity,game?id=10907,8.0,40.0,10.0,40.0,,0.0,,,,,,
13249,venomspidermanseparationanxiety,game?id=10914,4.5,50.0,6.0,40.0,9.0,40.0,,,,,,
13250,viewpoint,game?id=10933,1.0,50.0,,0.0,,0.0,,,,,,
13251,viewtifuljoeredhotrumble,game?id=10937,5.0,40.0,13.5,40.0,,0.0,,,,,,
13252,virtuafighter4evolution,game?id=10952,35.0,60.0,7.5,40.0,10.0,40.0,,,,,,
13253,virtuaracing,game?id=10960,2.0,50.0,4.0,40.0,9.0,40.0,,,,,,
13254,virtuatennis3,game?id=10965,15.0,40.0,16.5,50.0,,0.0,,,,,,
13255,warhawk,game?id=11059,2.5,50.0,,0.0,,0.0,,,,,,
13256,warp,game?id=11086,5.0,60.0,7.0,80.0,9.0,40.0,,,,,,
13257,wcwvsnwoworldtour,game?id=11117,,0.0,3.5,40.0,10.0,40.0,,,,,,
13258,whereintheworldiscarmensandiego,game?id=11137,1.0,50.0,,0.0,2.5,40.0,,,,,,
13259,whiplash,game?id=11143,,0.0,14.0,40.0,,0.0,,,,,,
13260,willow,game?id=11180,6.0,50.0,8.5,40.0,9.5,40.0,,,,,,
13261,wingcommanderthesecretmissions,game?id=11200,8.0,40.0,10.0,40.0,,0.0,,,,,,
13262,wipeout,game?id=11208,13.0,50.0,14.5,40.0,,0.0,,,,,,
13263,wipeout64,game?id=11213,15.0,40.0,,0.0,6.0,40.0,,,,,,
13264,wizardrylabyrinthoflostsouls,game?id=11238,52.0,40.0,61.5,40.0,,0.0,,,,,,
13265,wolfensteinenemyterritory,game?id=11253,,,,,,,,,,,492.0,40.0
13266,worms4mayhem,game?id=11304,9.5,50.0,11.5,40.0,19.0,40.0,,,,,,
13267,wweraw,game?id=11334,,0.0,,0.0,12.5,40.0,,,,,,
13268,wyvandkeepthetempleofthelostidol,game?id=11359,4.0,40.0,8.5,40.0,,0.0,,,,,,
13269,xmenchildrenoftheatom,game?id=11376,1.0,50.0,9.0,40.0,,0.0,,,,,,
13270,xexyz,game?id=11409,3.0,40.0,,0.0,,0.0,,,,,,
13271,yoshissafari,game?id=11444,1.5,70.0,,0.0,2.5,40.0,,,,,,
13272,yuyuhakushotournamenttactics,game?id=11475,12.0,40.0,20.0,40.0,23.5,40.0,,,,,,
13273,yugiohtheduelistsoftheroses,game?id=11500,14.5,70.0,32.0,50.0,65.0,40.0,,,,,,
13274,yugiohtheeternalduelistsoul,game?id=11501,14.5,60.0,25.0,40.0,30.5,50.0,,,,,,
13275,yumemirukusuriadrugthatmakesyoudream,game?id=11511,7.5,50.0,17.5,40.0,20.5,40.0,,,,,,
13276,zakmckrackenandthealienmindbenders,game?id=11522,4.5,60.0,5.0,40.0,16.0,40.0,,,,,,
13277,zuma,game?id=11609,4.5,40.0,,0.0,24.0,40.0,,,,,,
13279,timeandeternity,game?id=11775,24.0,50.0,29.0,60.0,34.5,40.0,,,,,,
13280,solomonsclub,game?id=11793,3.0,40.0,,0.0,,0.0,,,,,,
13281,birdsofsteel,game?id=11845,9.0,40.0,9.5,40.0,,0.0,,,,,,
13283,sidepocket,game?id=12020,2.0,40.0,,0.0,3.0,40.0,,,,,,
13284,pepsiman,game?id=12180,2.0,90.0,2.5,40.0,3.5,50.0,,,,,,
13285,ncaafootball14,game?id=12248,,,,,,,34.5,40.0,,0.0,100.0,40.0
13287,snowboardkids2,game?id=12607,17.5,50.0,,0.0,,0.0,,,,,,
13288,bienttlt,game?id=12614,40.0,50.0,52.0,40.0,55.0,40.0,,,,,,
13289,metrolastlightfactionpackdlc,game?id=12762,2.5,60.0,2.5,40.0,3.5,50.0,,,,,,
13290,scpcontainmentbreach,game?id=12876,2.5,50.0,4.5,40.0,16.0,40.0,,,,,,
13291,polarium,game?id=7190,5.5,40.0,,0.0,12.0,40.0,,,,,,
13292,poleposition,game?id=7192,45.0,50.0,1.5,40.0,2.0,40.0,,,,,,
13293,poundofground,game?id=7246,8.0,40.0,,0.0,,0.0,,,,,,
13294,powerinstinct,game?id=7252,27.0,40.0,,0.0,4.5,40.0,,,,,,
13295,primalfears,game?id=7281,4.0,40.0,7.0,40.0,,0.0,,,,,,
13296,princeofpersiathefallenking,game?id=7295,7.0,50.0,8.0,40.0,10.0,40.0,,,,,,
13297,prisonbreaktheconspiracy,game?id=7309,5.5,60.0,7.5,50.0,14.0,40.0,,,,,,
13298,projectgothamracing4,game?id=7351,14.0,60.0,22.0,50.0,38.0,40.0,,,,,,
13299,pursuitforce,game?id=7397,9.5,50.0,10.0,40.0,,0.0,,,,,,
13300,radikalbikers,game?id=7523,2.0,40.0,,0.0,,0.0,,,,,,
13301,raymanjunglerun,game?id=7616,3.0,50.0,4.5,50.0,5.0,50.0,,,,,,
13302,revolt,game?id=7630,6.5,60.0,14.5,50.0,16.0,50.0,,,,,,
13303,redneckrampagecollection,game?id=7697,,,,,,,15.5,60.0,,0.0,,0.0
13304,returntocastlewolfensteintidesofwar,game?id=7766,9.5,50.0,11.0,40.0,13.5,40.0,,,,,,
13305,riotcity,game?id=7824,50.0,40.0,,0.0,,0.0,,,,,,
13306,riseofthekasai,game?id=7839,9.0,40.0,,0.0,,0.0,,,,,,
13307,rivalschoolsunitedbyfate,game?id=7851,2.0,50.0,12.5,50.0,63.5,40.0,,,,,,
13308,roadrash,game?id=7863,7.0,50.0,8.0,50.0,9.5,40.0,,,,,,
13309,robotica,game?id=7900,,0.0,,0.0,3.5,40.0,,,,,,
13310,rollercoastertycoon3,game?id=7960,16.5,60.0,29.0,40.0,37.0,50.0,,,,,,
13311,romanceofthethreekingdoms,game?id=7968,18.0,40.0,,0.0,,0.0,,,,,,
13312,rugratsinparisthemovie,game?id=8003,3.5,50.0,4.0,40.0,,0.0,,,,,,
13313,rugratssearchforreptar,game?id=8007,2.0,70.0,2.5,40.0,3.5,40.0,,,,,,
13314,rygar,game?id=8034,2.0,80.0,3.0,50.0,3.0,50.0,,,,,,
13315,saintsrowthethirdgenkibowlviidlc,game?id=8078,1.0,90.0,2.0,70.0,3.0,80.0,,,,,,
13316,sakurataisen,game?id=8085,18.0,70.0,28.0,40.0,50.0,40.0,,,,,,
13317,samuraishodownv,game?id=8131,29.0,50.0,2.0,40.0,,0.0,,,,,,
13318,sceneitlightscameraaction,game?id=8172,3.0,40.0,3.5,40.0,10.0,40.0,,,,,,
13319,scribblenautsremix,game?id=8193,2.5,50.0,2.5,40.0,4.0,40.0,,,,,,
13320,segasoccerslam,game?id=8291,4.5,40.0,,0.0,,0.0,,,,,,
13321,sengoku,game?id=8296,1.0,50.0,,0.0,,0.0,,,,,,
13322,sengoku2,game?id=8297,1.0,50.0,,0.0,,0.0,,,,,,
13323,sevenkingdomsiithefryhtanwars,game?id=8327,25.0,40.0,,0.0,,0.0,,,,,,
13324,shinobigamegear,game?id=8468,2.0,60.0,3.0,40.0,,0.0,,,,,,
13325,slamboltscrappers,game?id=8627,1.5,50.0,,0.0,,0.0,,,,,,
13326,slender,game?id=8645,17.0,60.0,,0.0,3.0,40.0,,,,,,
13327,slydris,game?id=8652,,0.0,,0.0,11.5,40.0,,,,,,
13328,snowbrothers,game?id=8698,1.0,60.0,2.0,40.0,3.5,50.0,,,,,,
13329,socom4usnavysealsspecialforces,game?id=8704,8.5,70.0,11.0,50.0,14.0,0.0,,,,,,
13330,socomiiusnavyseals,game?id=8705,6.5,50.0,10.0,40.0,,0.0,,,,,,
13331,socomusnavyseals,game?id=8706,11.5,40.0,,0.0,,0.0,,,,,,
13332,solomonskey,game?id=8733,5.5,50.0,20.0,40.0,50.0,40.0,,,,,,
13333,soulcaliburlegends,game?id=8825,8.0,50.0,11.0,40.0,,0.0,,,,,,
13334,spacemegaforce,game?id=8859,1.5,60.0,2.0,40.0,3.0,40.0,,,,,,
13335,spacesiege,game?id=8873,7.0,50.0,9.5,50.0,11.0,40.0,,,,,,
13336,speedygonzales,game?id=8913,2.0,50.0,,0.0,2.0,40.0,,,,,,
13338,fluffystore,game?id=69729,3.0,40.0,3.5,40.0,4.0,40.0,,,,,,
13340,montarore,game?id=69933,,0.0,,0.0,48.0,50.0,,,,,,
13342,tamarin,game?id=70731,8.5,40.0,,0.0,12.5,40.0,,,,,,
13343,baff2,game?id=70813,,0.0,,0.0,20.0,40.0,,,,,,
13344,chousoujuumechamg,game?id=70834,13.5,40.0,,0.0,,0.0,,,,,,
13345,vaderimmortalepisodeii,game?id=70854,42.0,100.0,52.0,50.0,1.0,40.0,,,,,,
13346,snooker19,game?id=70927,125.0,40.0,,0.0,199.0,40.0,,,,,,
13347,nobodies,game?id=71069,6.5,40.0,,0.0,,0.0,,,,,,
13349,ciconiawhentheycryphase1foryouthereplaceableones,game?id=71189,19.5,40.0,,0.0,22.5,50.0,,,,,,
13350,copperbell,game?id=71277,47.0,50.0,,0.0,,0.0,,,,,,
13352,girlsofhentaimosaic,game?id=71312,15.0,40.0,,0.0,17.0,40.0,,,,,,
13353,airbornekingdom,game?id=71492,8.5,50.0,9.0,50.0,9.5,40.0,,,,,,
13354,coloringbook,game?id=71530,32.0,40.0,3.0,40.0,,0.0,,,,,,
13355,overcrowdacommuteemup,game?id=71556,,0.0,47.5,40.0,71.0,40.0,,,,,,
13356,the13thdollafangameofthe7thguest,game?id=71588,4.0,40.0,10.0,40.0,15.0,40.0,,,,,,
13357,talismanorigins,game?id=71623,,0.0,39.0,40.0,,0.0,,,,,,
13358,chikyukaihogunzas,game?id=71643,30.0,40.0,,0.0,,0.0,,,,,,
13360,brukel,game?id=71720,,0.0,1.0,40.0,3.5,40.0,,,,,,
13361,ratropolis,game?id=71858,7.0,40.0,,0.0,,0.0,,,,,,
13362,hentaiasmodeus,game?id=71859,3.0,40.0,4.0,40.0,6.5,50.0,,,,,,
13365,strandedsailsexplorersofthecursedislands,game?id=72569,15.5,50.0,18.5,40.0,19.5,40.0,,,,,,
13366,sushitime,game?id=72571,,0.0,,0.0,4.5,50.0,,,,,,
13367,hellocharlottechildhoodsend,game?id=72699,,0.0,,0.0,5.0,50.0,,,,,,
13368,fireemblemheroesbookiv,game?id=72705,1.0,40.0,1.0,40.0,2.0,40.0,,,,,,
13369,brume,game?id=72850,55.0,40.0,1.0,40.0,1.5,40.0,,,,,,
13370,supermash,game?id=72934,9.0,40.0,12.5,40.0,25.5,40.0,,,,,,
13372,wildwestandwizards,game?id=73128,,0.0,30.5,40.0,35.0,40.0,,,,,,
13373,thegoodtimegarden,game?id=73179,19.0,70.0,22.0,40.0,27.0,50.0,,,,,,
13374,lonelywolftreat,game?id=73325,,,,,,,16.0,50.0,,,,
13375,friendlybunnymochi,game?id=73326,22.0,40.0,41.0,40.0,,0.0,,,,,,
13377,bearsvodkabalalaika,game?id=73412,17.0,40.0,35.0,40.0,40.0,40.0,,,,,,
13391,towerandswordofsuccubus,game?id=86661,10.0,40.0,10.5,40.0,,0.0,,,,,,
13392,russiaphobia,game?id=86678,20.0,40.0,,0.0,,0.0,,,,,,
13394,aftlifegirlandcatsandlostworld,game?id=86864,5.0,40.0,,0.0,,0.0,,,,,,
13395,hsniperworldwarii,game?id=87078,,0.0,,0.0,20.0,40.0,,,,,,
13396,cinderellaphenomenonevermore,game?id=87150,3.0,40.0,7.5,40.0,12.5,40.0,,,,,,
13397,100hiddenaliens,game?id=87156,,0.0,,0.0,15.0,40.0,,,,,,
13398,sunlight,game?id=87218,,0.0,,0.0,45.0,40.0,,,,,,
13403,meltyblood,game?id=87680,21.0,40.0,8.0,40.0,,0.0,,,,,,
13404,madgamestycoon2,game?id=87712,25.0,40.0,,0.0,,0.0,,,,,,
13405,frameofmind,game?id=87782,51.0,50.0,,0.0,,0.0,,,,,,
13406,stalkeranomaly,game?id=87848,30.0,40.0,44.0,40.0,45.0,40.0,,,,,,
13408,finalfantasyxivdeathuntodawn,game?id=88047,,,,,,,7.0,50.0,,0.0,,0.0
13410,hentaifurry,game?id=88170,,0.0,,0.0,6.0,40.0,,,,,,
13411,tinkerracers,game?id=88200,1.0,40.0,1.0,40.0,1.0,40.0,,,,,,
13412,psycholonials,game?id=88202,1.0,40.0,,0.0,7.0,40.0,,,,,,
13415,petalcrash,game?id=88734,5.5,40.0,,0.0,,0.0,,,,,,
13417,supermumtazbros,game?id=89215,15.0,40.0,,0.0,,0.0,,,,,,
13418,therapywithdralbertkrueger,game?id=89262,2.0,40.0,3.0,40.0,,0.0,,,,,,
13419,theclimb2,game?id=89321,3.5,40.0,8.5,40.0,15.5,40.0,,,,,,
13420,mitoza,game?id=89409,15.0,40.0,22.0,40.0,36.0,70.0,,,,,,
13421,teamfightmanager,game?id=89521,,0.0,32.5,40.0,,0.0,,,,,,
13425,kentuckyroutezerofinalinterlude,game?id=89976,,0.0,16.0,40.0,22.0,40.0,,,,,,
13427,ashes2063,game?id=90433,3.0,40.0,,0.0,,0.0,,,,,,
13429,osteoblasts,game?id=90521,,0.0,10.0,40.0,,0.0,,,,,,
13431,100hiddenmice,game?id=90636,,0.0,,0.0,15.0,40.0,,,,,,
13436,insurmountable,game?id=91814,4.0,40.0,,0.0,,0.0,,,,,,
13437,summertimemadness,game?id=91857,3.5,40.0,,0.0,,0.0,,,,,,
13440,getsufumadenundyingmoon,game?id=92382,1.0,40.0,,0.0,,0.0,,,,,,
13441,nainaisrecipe,game?id=92587,20.0,40.0,,0.0,,0.0,,,,,,
13443,janosik,game?id=92994,2.0,40.0,,0.0,,0.0,,,,,,
13449,alwaslegacy,game?id=77859,7.5,40.0,9.5,50.0,10.5,40.0,,,,,,
13450,journeytothesavageplanethotgarbagedlc,game?id=78005,2.0,40.0,2.5,50.0,3.0,50.0,,,,,,
13453,leftonread,game?id=78349,51.0,90.0,1.5,40.0,3.0,50.0,,,,,,
13454,darknightswithpoeandmunro,game?id=78718,3.0,50.0,3.0,40.0,7.0,40.0,,,,,,
13455,nightoftheconsumers,game?id=78878,40.0,40.0,,0.0,1.5,40.0,,,,,,
13458,voidwisp,game?id=79067,5.0,40.0,,0.0,,0.0,,,,,,
13459,down,game?id=79071,5.0,40.0,,0.0,,0.0,,,,,,
13464,gutwhale,game?id=79161,38.0,40.0,,0.0,1.5,40.0,,,,,,
13465,thenightfisherman,game?id=79163,5.0,70.0,15.0,40.0,15.0,60.0,,,,,,
13466,heroingaddict,game?id=79164,25.0,40.0,35.0,40.0,40.0,40.0,,,,,,
13468,mobilityaccessibleprecisionplatformer,game?id=79216,,0.0,38.0,40.0,,0.0,,,,,,
13469,lifethegameofchance,game?id=79231,5.0,40.0,16.0,40.0,17.0,40.0,,,,,,
13477,peckinpixels,game?id=79333,,0.0,,0.0,30.0,40.0,,,,,,
13480,insufficientadjectives,game?id=79360,,0.0,5.0,40.0,,0.0,,,,,,
13484,jiayoumemovirus,game?id=79408,3.0,40.0,,0.0,4.5,40.0,,,,,,
13490,unobelisk,game?id=79444,,0.0,,0.0,16.5,40.0,,,,,,
13491,sai,game?id=79446,27.0,40.0,37.0,40.0,,0.0,,,,,,
13492,koshkaskofe,game?id=79456,15.0,40.0,,0.0,,0.0,,,,,,
13493,thiscallmayberecorded,game?id=79459,15.0,40.0,,0.0,15.0,40.0,,,,,,
13496,mosaiquenekowaifus2,game?id=79494,1.0,40.0,1.5,40.0,2.0,40.0,,,,,,
13502,thatwhichbindsus,game?id=79639,1.0,40.0,,0.0,3.0,40.0,,,,,,
13506,jabberwocky,game?id=79678,,0.0,,0.0,48.0,40.0,,,,,,
13508,meditation5,game?id=79684,1.5,40.0,,0.0,,0.0,,,,,,
13509,indect,game?id=79687,5.0,40.0,,0.0,,0.0,,,,,,
13511,borealtenebrae,game?id=79810,2.0,40.0,4.5,40.0,,0.0,,,,,,
13512,vektor2089,game?id=79835,15.0,40.0,,0.0,,0.0,,,,,,
13513,supralandcrash,game?id=79861,8.0,40.0,8.0,40.0,10.5,60.0,,,,,,
13514,erannorthreborn,game?id=79869,,0.0,28.5,40.0,,0.0,,,,,,
13515,projectkat,game?id=79927,39.0,60.0,,0.0,,0.0,,,,,,
13531,lithiumcity,game?id=80523,2.5,50.0,,0.0,,0.0,,,,,,
13534,natsumechampionshipwrestling,game?id=80730,2.0,40.0,,0.0,,0.0,,,,,,
13535,marvelsspidermanthecitythatneversleeps,game?id=80956,,0.0,,0.0,12.0,40.0,,,,,,
13536,baldisbasicsplus,game?id=81037,47.0,40.0,,0.0,,0.0,,,,,,
13538,weshouldtalk,game?id=81269,16.0,50.0,35.0,40.0,1.5,40.0,,,,,,
13549,classof09,game?id=93488,1.0,40.0,1.5,40.0,,0.0,,,,,,
13559,momotaroudensetsupeachboylegend,game?id=94009,25.5,40.0,30.0,40.0,32.0,40.0,,,,,,
13562,detectivefromthecrypt,game?id=94277,,0.0,2.5,40.0,,0.0,,,,,,
13563,theinvisiblehand,game?id=94411,3.0,40.0,,0.0,,0.0,,,,,,
13566,safarihunting,game?id=95257,32.0,40.0,,0.0,,0.0,,,,,,
13567,fearstofathomhomealone,game?id=95696,,0.0,19.0,40.0,26.0,40.0,,,,,,
13569,kamenrider555,game?id=95958,15.0,40.0,37.0,40.0,,0.0,,,,,,
13571,sudokujigsaw,game?id=62165,,0.0,,0.0,30.0,40.0,,,,,,
13572,mrdubstep,game?id=62172,,0.0,,0.0,38.0,40.0,,,,,,
13573,agameabout,game?id=62237,15.0,50.0,15.0,40.0,22.0,40.0,,,,,,
13576,pillarsofeternityiideadfiretheforgottensanctum,game?id=62632,5.0,40.0,6.5,50.0,9.0,50.0,,,,,,
13577,googlespotlightstoriesbacktothemoon,game?id=62798,5.0,40.0,,0.0,,0.0,,,,,,
13578,googlespotlightstoriesonice,game?id=62800,5.0,40.0,,0.0,,0.0,,,,,,
13579,googlespotlightstoriespiggy,game?id=62801,5.0,40.0,,0.0,,0.0,,,,,,
13580,ahegal,game?id=62808,1.0,40.0,,0.0,1.0,50.0,,,,,,
13582,mutropolis,game?id=62985,,0.0,10.0,50.0,13.0,40.0,,,,,,
13584,doomsigil,game?id=63069,2.0,70.0,2.0,50.0,2.0,40.0,,,,,,
13585,brawlstars,game?id=63137,169.0,40.0,349.0,40.0,2000.0,40.0,,,,,,
13587,alicemysterygarden,game?id=63268,1.5,40.0,,0.0,2.5,40.0,,,,,,
13588,dungeonwarfare2,game?id=63373,,0.0,22.0,40.0,,0.0,,,,,,
13590,zeroranger,game?id=63500,4.0,50.0,14.0,50.0,47.5,40.0,,,,,,
13592,mosaicsgalore,game?id=63729,,0.0,6.5,40.0,15.5,40.0,,,,,,
13593,frostrunner,game?id=63765,32.0,70.0,41.0,60.0,1.0,70.0,,,,,,
13595,red,game?id=64122,49.0,40.0,,0.0,54.0,40.0,,,,,,
13596,bloonstd4,game?id=64165,5.0,40.0,,0.0,,0.0,,,,,,
13597,superseducer2advancedseductiontactics,game?id=64207,8.0,50.0,8.5,40.0,,0.0,,,,,,
13601,silvergrapple,game?id=64480,,0.0,9.0,40.0,,0.0,,,,,,
13602,tacotom2,game?id=64610,1.5,40.0,,0.0,,0.0,,,,,,
13603,flotsam,game?id=64671,7.5,40.0,8.0,40.0,,0.0,,,,,,
13604,dangerousdriving,game?id=64682,9.0,40.0,17.5,40.0,,0.0,,,,,,
13605,strangetelephone,game?id=64742,1.5,40.0,2.5,40.0,3.5,40.0,,,,,,
13606,9nineepisode1,game?id=64791,5.0,50.0,6.5,40.0,8.5,70.0,,,,,,
13608,nekomiko,game?id=64846,3.5,40.0,,0.0,5.5,40.0,,,,,,
13609,kingdomcomedeliverancebandofbastards,game?id=65056,3.5,40.0,4.5,40.0,5.0,50.0,,,,,,
13610,ducklife4,game?id=65067,,0.0,6.0,40.0,,0.0,,,,,,
13613,8bitadvsteinsgate,game?id=65160,2.0,40.0,,0.0,2.0,40.0,,,,,,
13615,kingdomcomedeliverancefromtheashes,game?id=58363,5.5,50.0,5.5,40.0,5.5,50.0,,,,,,
13616,aointernationaltennis,game?id=58369,,0.0,,0.0,82.5,40.0,,,,,,
13617,ageofwar,game?id=58404,23.0,50.0,,0.0,1.0,40.0,,,,,,
13620,knowledgeispower,game?id=59307,48.0,50.0,4.0,40.0,7.5,40.0,,,,,,
13621,freezeer,game?id=59346,18.0,40.0,21.0,40.0,21.0,40.0,,,,,,
13622,picrossluna,game?id=59393,15.0,40.0,,0.0,,0.0,,,,,,
13624,oknormal,game?id=59667,45.0,60.0,1.0,40.0,1.5,50.0,,,,,,
13625,apexconstruct,game?id=59668,6.0,50.0,8.0,40.0,18.0,40.0,,,,,,
13626,achievementidlerred,game?id=59763,,0.0,,0.0,2.5,40.0,,,,,,
13627,shiningsongstarnova,game?id=59855,8.5,40.0,28.0,40.0,39.5,40.0,,,,,,
13630,thewalkingdeadthefinalseasonepisode3brokentoys,game?id=59982,2.5,80.0,2.5,70.0,3.0,50.0,,,,,,
13631,thewalkingdeadthefinalseasonepisode4takeusback,game?id=59983,2.0,80.0,2.0,60.0,2.0,50.0,,,,,,
13633,bulletgirlsphantasia,game?id=60330,11.0,50.0,14.0,40.0,70.0,40.0,,,,,,
13636,neoatlas1469,game?id=60777,42.5,40.0,,0.0,75.0,40.0,,,,,,
13637,audiodriveneon,game?id=60858,,0.0,,0.0,1.0,40.0,,,,,,
13640,zupzero2,game?id=61297,44.0,40.0,,0.0,1.0,50.0,,,,,,
13642,pillarsofeternityiideadfirebeastofwinter,game?id=61331,5.5,40.0,6.5,50.0,8.0,50.0,,,,,,
13643,pillarsofeternityiideadfireseekerslayersurvivor,game?id=61357,3.0,40.0,5.5,50.0,8.5,50.0,,,,,,
13644,kidtripp,game?id=61707,1.5,50.0,2.0,40.0,3.0,40.0,,,,,,
13645,zenchessmateinone,game?id=61997,,0.0,,0.0,3.0,50.0,,,,,,
13646,overcooked2surfnturf,game?id=62005,2.0,50.0,3.0,50.0,5.0,50.0,,,,,,
13650,layersoffearvr,game?id=74180,2.0,40.0,,0.0,,0.0,,,,,,
13651,marvelultimatealliance3theblackordershadowofdoomdlc,game?id=74250,2.5,40.0,5.0,40.0,,0.0,,,,,,
13652,miraclesnackshop,game?id=74280,8.0,40.0,,0.0,,0.0,,,,,,
13653,thosewhoremain,game?id=74287,5.5,60.0,8.0,40.0,14.0,40.0,,,,,,
13655,shing,game?id=74955,13.5,40.0,,0.0,,0.0,,,,,,
13656,talesfromoffpeakcityvol1,game?id=75016,1.5,50.0,1.5,50.0,2.0,40.0,,,,,,
13657,titeufmegaparty,game?id=75200,2.0,40.0,2.0,40.0,4.0,40.0,,,,,,
13658,visualout,game?id=75229,,0.0,,0.0,8.0,40.0,,,,,,
13659,vitaminconnection,game?id=75359,6.0,50.0,,0.0,,0.0,,,,,,
13661,assaultsuitleynos,game?id=75424,2.0,50.0,,0.0,,0.0,,,,,,
13662,westsweety,game?id=75525,47.0,40.0,,0.0,49.0,40.0,,,,,,
13663,houseof1000doorsthepalmofzoroaster,game?id=75826,2.5,40.0,,0.0,4.5,40.0,,,,,,
13664,theescaper,game?id=75847,2.0,40.0,,0.0,3.5,40.0,,,,,,
13665,steamysextet,game?id=76069,,0.0,,0.0,50.0,40.0,,,,,,
13666,jeopardy,game?id=76238,,0.0,5.0,40.0,,0.0,,,,,,
13667,caelustrident,game?id=76575,6.0,40.0,,0.0,7.0,40.0,,,,,,
13670,puppycross,game?id=76621,,0.0,11.5,40.0,12.0,40.0,,,,,,
13671,uglydollsanimperfectadventure,game?id=76750,,0.0,4.5,40.0,,0.0,,,,,,
13672,cookingmamacookstar,game?id=76910,9.0,40.0,15.0,40.0,33.5,40.0,,,,,,
13673,heal,game?id=76971,2.5,50.0,6.5,40.0,25.0,40.0,,,,,,
13675,virtuafighter10thanniversary,game?id=77184,15.0,40.0,,0.0,,0.0,,,,,,
13676,eternalradiance,game?id=77359,,0.0,,0.0,14.5,40.0,,,,,,
13677,lustepidemic,game?id=77458,8.5,40.0,16.0,40.0,22.0,40.0,,,,,,
13679,dreamscaperprologue,game?id=77632,,0.0,52.0,40.0,11.5,40.0,,,,,,
13681,twistsofmylife,game?id=77659,3.0,40.0,,0.0,,0.0,,,,,,
13682,helpwillcometomorrow,game?id=77684,5.5,50.0,,0.0,10.0,40.0,,,,,,
13684,partytreats,game?id=77774,15.0,40.0,20.0,40.0,30.0,40.0,,,,,,
13685,crystalmaidens,game?id=65559,45.0,40.0,,0.0,157.0,40.0,,,,,,
13686,eternitythelastunicorn,game?id=65627,11.5,40.0,14.0,40.0,19.0,40.0,,,,,,
13689,tomclancysghostreconwildlandsfallenghosts,game?id=65675,6.0,50.0,14.5,40.0,16.0,40.0,,,,,,
13690,marvelsironmanvr,game?id=65906,7.0,60.0,7.5,40.0,10.0,40.0,,,,,,
13692,dontforgetouresportsdream,game?id=65933,5.5,40.0,,0.0,,0.0,,,,,,
13693,kingdomcomedeliverancetheamorousadventuresofboldsirhanscapon,game?id=65951,3.5,50.0,5.0,40.0,5.5,50.0,,,,,,
13694,ageofcivilizationsii,game?id=66096,32.0,40.0,,0.0,45.0,40.0,,,,,,
13697,ghostgiant,game?id=66461,3.0,50.0,3.5,50.0,4.0,50.0,,,,,,
13699,maryskelter2,game?id=66558,48.5,50.0,71.0,50.0,98.5,40.0,,,,,,
