,name,url,Main Story time,Main Story tag info,Main + Extra time,Main + Extra tag info,Completionist time,Completionist tag info,Solo time,Solo tag info,Co-Op time,Co-Op tag info,Vs. time,Vs. tag info
0,aplaguetaleinnocence,game?id=65080,10.5,100.0,12.5,100.0,16.0,100.0,,,,,,
1,thewitcher3wildhunt,game?id=10270,51.0,100.0,102.0,100.0,172.0,100.0,,,,,,
2,thelegendofzeldaskywardswordhd,game?id=88748,29.5,100.0,35.0,100.0,37.0,100.0,,,,,,
3,tombraider,game?id=10469,11.5,100.0,15.5,100.0,20.5,100.0,,,,,,
4,hollowknight,game?id=26286,26.0,100.0,39.5,100.0,57.5,100.0,,,,,,
5,grandtheftautov,game?id=4064,31.5,100.0,48.0,100.0,78.5,100.0,,,,,,
6,hades,game?id=62941,21.0,100.0,43.5,100.0,97.0,100.0,,,,,,
7,portal2,game?id=7231,8.5,100.0,13.5,100.0,21.0,100.0,,,,,,
8,bioshock,game?id=1065,12.0,100.0,15.5,100.0,22.0,100.0,,,,,,
9,portal,game?id=7230,3.0,100.0,5.0,100.0,9.5,100.0,,,,,,
10,bioshockinfinite,game?id=1068,11.5,100.0,15.5,100.0,27.0,100.0,,,,,,
11,thelegendofzeldabreathofthewild,game?id=38019,50.0,100.0,97.5,100.0,188.0,100.0,,,,,,
12,nierautomata,game?id=38029,21.0,100.0,37.5,100.0,61.5,100.0,,,,,,
13,reddeadredemption2,game?id=27100,49.0,100.0,78.5,100.0,170.0,100.0,,,,,,
14,yakuza0,game?id=43056,31.0,100.0,64.5,100.0,138.0,100.0,,,,,,
15,cyberpunk2077,game?id=2127,22.0,100.0,58.5,100.0,102.0,100.0,,,,,,
16,borderlands2,game?id=1274,30.5,100.0,53.5,100.0,126.0,100.0,,,,,,
17,horizonzerodawncompleteedition,game?id=53247,30.5,100.0,55.5,100.0,77.0,100.0,,,,,,
18,doom,game?id=2708,12.0,100.0,16.0,100.0,26.0,100.0,,,,,,
19,littlenightmares,game?id=39417,3.5,100.0,4.5,100.0,6.5,100.0,,,,,,
20,starwarsjedifallenorder,game?id=60145,17.0,100.0,21.5,100.0,30.5,100.0,,,,,,
21,bioshock2,game?id=1066,11.0,100.0,14.5,100.0,22.5,100.0,,,,,,
22,stardewvalley,game?id=34716,52.5,100.0,87.5,100.0,147.0,100.0,,,,,,
23,godofwar,game?id=38050,21.0,100.0,32.0,100.0,51.5,100.0,,,,,,
24,darksoulsiii,game?id=26803,32.0,100.0,47.5,100.0,95.0,100.0,,,,,,
25,riseofthetombraider,game?id=19266,13.5,100.0,21.5,100.0,35.0,100.0,,,,,,
26,finalfantasyviiremake,game?id=57686,33.5,100.0,42.0,100.0,85.0,100.0,,,,,,
27,lifeisstrange,game?id=21702,14.0,100.0,16.5,100.0,18.5,100.0,,,,,,
28,oriandtheblindforestdefinitiveedition,game?id=36755,8.5,100.0,11.0,100.0,12.0,100.0,,,,,,
29,undertale,game?id=30385,6.5,100.0,10.5,100.0,20.5,100.0,,,,,,
30,halflife2,game?id=4248,13.0,100.0,15.5,100.0,19.5,100.0,,,,,,
31,falloutnewvegas,game?id=3351,27.5,100.0,59.0,100.0,130.0,100.0,,,,,,
32,deathsdoor,game?id=90590,7.5,100.0,10.5,100.0,13.0,100.0,,,,,,
33,thewitcher2assassinsofkings,game?id=10268,24.0,100.0,34.0,100.0,54.0,100.0,,,,,,
34,batmanarkhamknight,game?id=18005,16.5,100.0,30.5,100.0,47.5,100.0,,,,,,
35,residentevilvillage,game?id=80038,9.5,100.0,11.5,100.0,35.5,100.0,,,,,,
36,batmanarkhamasylumgoty,game?id=14443,11.0,100.0,16.0,100.0,25.5,100.0,,,,,,
37,residentevil7biohazard,game?id=38051,9.0,100.0,11.5,100.0,23.0,100.0,,,,,,
38,theelderscrollsvskyrim,game?id=9859,33.5,100.0,108.0,100.0,231.0,100.0,,,,,,
39,left4dead2,game?id=5212,9.5,100.0,24.0,100.0,46.0,100.0,,,,,,
40,dishonored,game?id=2602,12.0,100.0,18.0,100.0,34.5,100.0,,,,,,
41,fallout4,game?id=26729,27.0,100.0,80.5,100.0,155.0,100.0,,,,,,
42,control,game?id=57507,11.5,100.0,18.5,100.0,26.0,100.0,,,,,,
43,residentevil2,game?id=57479,8.5,100.0,14.0,100.0,33.5,100.0,,,,,,
44,batmanarkhamcitygoty,game?id=11963,13.5,100.0,23.0,100.0,55.5,100.0,,,,,,
45,thewitcher,game?id=10267,35.5,100.0,46.0,100.0,64.5,100.0,,,,,,
46,limbo,game?id=5304,3.5,100.0,4.0,100.0,6.5,100.0,,,,,,
47,ratchetclankriftapart,game?id=79776,11.0,100.0,14.5,100.0,17.5,100.0,,,,,,
48,celeste,game?id=42818,8.0,100.0,13.5,100.0,38.5,100.0,,,,,,
49,theelderscrollsvskyrimspecialedition,game?id=14996,25.0,100.0,117.0,100.0,207.0,100.0,,,,,,
50,shadowofthetombraider,game?id=51233,12.5,100.0,22.5,100.0,37.0,100.0,,,,,,
51,persona4golden,game?id=6974,68.5,100.0,84.0,100.0,140.0,100.0,,,,,,
52,assassinscreedodyssey,game?id=57503,43.0,100.0,82.5,100.0,136.0,100.0,,,,,,
53,farcry3,game?id=3378,15.5,100.0,25.5,100.0,37.0,100.0,,,,,,
54,doometernal,game?id=57506,14.0,100.0,18.5,100.0,25.0,100.0,,,,,,
55,terraria,game?id=9705,,,,,,,93.0,100.0,83.5,100.0,39.5,40.0
56,middleearthshadowofmordor,game?id=18006,15.5,100.0,23.5,100.0,31.5,100.0,,,,,,
57,theascent,game?id=77922,10.0,60.0,16.0,70.0,21.5,50.0,,,,,,
58,darksoulsiischolarofthefirstsin,game?id=25311,36.0,100.0,64.0,100.0,106.0,100.0,,,,,,
59,ghostoftsushima,game?id=51225,24.5,100.0,43.5,100.0,60.0,100.0,,,,,,
60,hellbladesenuassacrifice,game?id=41638,7.5,100.0,8.0,100.0,9.0,100.0,,,,,,
61,borderlandsthepresequel,game?id=21248,18.0,100.0,28.0,100.0,53.0,100.0,,,,,,
62,metalgearsolidvthephantompain,game?id=5918,45.5,100.0,81.5,100.0,162.0,100.0,,,,,,
63,bastion,game?id=869,6.0,100.0,9.0,100.0,20.5,100.0,,,,,,
64,psychonauts,game?id=7372,12.0,100.0,15.5,100.0,22.0,100.0,,,,,,
65,supermarioodyssey,game?id=42833,12.5,100.0,27.0,100.0,61.5,100.0,,,,,,
66,deadspace,game?id=2333,11.0,100.0,13.0,100.0,20.5,100.0,,,,,,
67,finalfantasyvii,game?id=3521,36.5,100.0,51.0,100.0,84.0,100.0,,,,,,
68,sekiroshadowsdietwice,game?id=57415,29.0,100.0,42.5,100.0,70.0,100.0,,,,,,
69,controlultimateedition,game?id=82054,12.5,100.0,25.5,100.0,38.5,100.0,,,,,,
70,yakuzalikeadragon,game?id=71931,45.0,100.0,65.5,100.0,97.5,100.0,,,,,,
71,metroexodus,game?id=46401,15.0,100.0,22.5,100.0,36.5,100.0,,,,,,
72,deathstranding,game?id=38061,40.5,100.0,58.5,100.0,112.0,100.0,,,,,,
73,monsterhunterworld,game?id=52493,47.5,100.0,100.0,100.0,376.0,100.0,,,,,,
74,darksoulsremastered,game?id=56677,29.5,100.0,44.5,100.0,67.0,100.0,,,,,,
75,residentevil4,game?id=7720,16.0,100.0,20.0,100.0,30.5,100.0,,,,,,
76,subnautica,game?id=23740,28.5,100.0,44.0,100.0,56.0,100.0,,,,,,
77,cuphead,game?id=21680,10.0,100.0,15.0,100.0,22.0,100.0,,,,,,
78,assassinscreedorigins,game?id=46402,30.0,100.0,52.0,100.0,83.0,100.0,,,,,,
79,masseffect2,game?id=5699,24.5,100.0,35.5,100.0,50.5,100.0,,,,,,
80,halflife,game?id=4247,12.0,100.0,14.0,100.0,15.5,100.0,,,,,,
81,thelastofuspartii,game?id=41753,24.0,100.0,29.0,100.0,41.0,100.0,,,,,,
82,alienisolation,game?id=16638,18.5,100.0,22.5,100.0,31.5,100.0,,,,,,
83,masseffectlegendaryedition,game?id=84851,,,,,,,104.0,100.0,,,,
84,middleearthshadowofwar,game?id=44022,20.5,100.0,36.0,100.0,55.5,100.0,,,,,,
85,wolfensteintheneworder,game?id=16886,11.5,100.0,15.5,100.0,24.5,100.0,,,,,,
86,bayonetta,game?id=966,11.5,100.0,15.5,100.0,42.5,100.0,,,,,,
87,hitman,game?id=26831,11.0,100.0,25.0,100.0,93.5,100.0,,,,,,
88,yakuzakiwami,game?id=39484,17.5,100.0,33.0,100.0,82.0,100.0,,,,,,
89,yakuzakiwami2,game?id=49620,18.5,100.0,35.5,100.0,75.5,100.0,,,,,,
90,alanwake,game?id=319,11.0,100.0,14.5,100.0,26.0,100.0,,,,,,
91,halflife2episodetwo,game?id=4251,5.0,100.0,6.0,100.0,8.5,100.0,,,,,,
92,daysgone,game?id=38003,37.0,100.0,51.0,100.0,63.0,100.0,,,,,,
93,deusexmankinddivided,game?id=25434,15.5,100.0,30.0,100.0,48.0,100.0,,,,,,
94,metro2033redux,game?id=20737,9.0,100.0,11.5,100.0,23.0,100.0,,,,,,
95,masseffect,game?id=5698,17.0,100.0,28.5,100.0,43.5,100.0,,,,,,
96,halflife2episodeone,game?id=4250,3.5,100.0,4.0,100.0,5.0,100.0,,,,,,
97,persona5royal,game?id=66630,103.0,100.0,124.0,100.0,143.0,100.0,,,,,,
98,assassinscreedivblackflag,game?id=12707,23.0,100.0,40.5,100.0,59.5,100.0,,,,,,
99,counterstrikeglobaloffensive,game?id=1957,,,,,,,,,305.0,90.0,679.0,100.0
100,darksiders,game?id=2243,17.0,100.0,20.0,100.0,27.0,100.0,,,,,,
101,specopstheline,game?id=8898,6.0,100.0,7.5,100.0,15.5,100.0,,,,,,
102,assassinscreedii,game?id=651,19.0,100.0,26.5,100.0,35.0,100.0,,,,,,
103,inside,game?id=21694,3.5,100.0,4.0,100.0,4.5,100.0,,,,,,
104,rocketleague,game?id=27113,4.5,100.0,21.0,100.0,38.0,100.0,,,,,,
105,assassinscreedvalhalla,game?id=77729,56.5,100.0,90.0,100.0,132.0,100.0,,,,,,
106,dishonored2,game?id=26731,12.5,100.0,22.5,100.0,44.5,100.0,,,,,,
107,hotlinemiami,game?id=4530,5.0,100.0,7.5,100.0,14.5,100.0,,,,,,
108,destiny2,game?id=43894,12.0,100.0,31.5,100.0,120.0,100.0,,,,,,
109,mirrorsedge,game?id=6085,6.0,100.0,8.0,100.0,11.5,100.0,,,,,,
110,marvelsspiderman,game?id=44852,17.0,100.0,24.5,100.0,33.0,100.0,,,,,,
111,metrolastlightredux,game?id=20883,10.0,100.0,13.5,100.0,26.0,100.0,,,,,,
112,uncharted4athiefsend,game?id=20077,15.0,100.0,17.5,100.0,28.5,100.0,,,,,,
113,sleepingdogsdefinitiveedition,game?id=23651,14.5,100.0,24.0,100.0,40.5,100.0,,,,,,
114,borderlandsgameoftheyear,game?id=1280,22.5,100.0,38.0,100.0,87.0,100.0,,,,,,
115,titanfall2,game?id=38000,6.0,100.0,8.0,100.0,14.5,100.0,,,,,,
116,thelastofusremastered,game?id=20221,14.5,100.0,17.5,100.0,27.5,100.0,,,,,,
117,thewalkingdeadatelltalegamesseries,game?id=10250,,,,,,,13.5,100.0,,,,
118,theouterworlds,game?id=62935,12.5,100.0,25.0,100.0,36.5,100.0,,,,,,
119,detroitbecomehuman,game?id=31388,12.0,100.0,14.5,100.0,28.5,100.0,,,,,,
120,amnesiathedarkdescent,game?id=440,8.0,100.0,9.0,100.0,10.5,100.0,,,,,,
121,grandtheftautosanandreas,game?id=4073,31.0,100.0,47.0,100.0,81.5,100.0,,,,,,
122,borderlands,game?id=1273,22.5,100.0,35.0,100.0,63.5,100.0,,,,,,
123,divinityoriginalsinii,game?id=39525,57.0,100.0,98.5,100.0,146.0,100.0,,,,,,
124,justcause3,game?id=26404,17.5,100.0,36.0,100.0,60.5,100.0,,,,,,
125,abz,game?id=20076,2.0,100.0,2.5,100.0,4.0,100.0,,,,,,
126,citiesskylines,game?id=24640,25.0,100.0,53.0,100.0,131.0,80.0,,,,,,
127,gris,game?id=62257,3.5,100.0,4.0,100.0,6.5,100.0,,,,,,
128,mothergunship,game?id=58623,4.5,60.0,9.5,40.0,16.5,40.0,,,,,,
129,sidmeierscivilizationvi,game?id=37867,22.0,100.0,65.5,100.0,251.0,50.0,,,,,,
130,kami,game?id=6725,33.0,100.0,41.0,100.0,53.0,100.0,,,,,,
131,batmanarkhamorigins,game?id=12676,12.5,100.0,22.0,100.0,40.5,100.0,,,,,,
132,metro2033,game?id=5946,9.5,100.0,11.5,100.0,19.5,100.0,,,,,,
133,crashbandicootnsanetrilogy,game?id=46381,15.0,100.0,21.5,100.0,42.0,100.0,,,,,,
134,ratchetclank,game?id=35859,10.0,100.0,12.5,100.0,22.0,100.0,,,,,,
135,halflife2lostcoast,game?id=4252,23.0,100.0,27.0,100.0,28.0,100.0,,,,,,
136,transistor,game?id=17617,6.0,100.0,8.5,100.0,15.5,100.0,,,,,,
137,nierreplicantver122474487139,game?id=76406,19.5,100.0,41.0,100.0,66.5,100.0,,,,,,
138,farcry5,game?id=46093,18.0,100.0,29.5,100.0,44.5,100.0,,,,,,
139,payday2,game?id=12649,24.5,100.0,124.0,100.0,482.0,90.0,,,,,,
140,deusexhumanrevolutiondirectorscut,game?id=14286,23.0,100.0,31.0,100.0,45.0,100.0,,,,,,
141,amongus,game?id=74207,,,,,,,,,12.0,70.0,14.5,90.0
142,outerwilds,game?id=57527,15.5,100.0,20.5,100.0,24.0,100.0,,,,,,
143,marvelsspidermanmilesmorales,game?id=79859,7.5,100.0,12.5,100.0,17.5,100.0,,,,,,
144,firewatch,game?id=26806,4.0,100.0,4.5,100.0,5.0,100.0,,,,,,
145,lanoire,game?id=5146,21.5,100.0,28.5,100.0,41.0,100.0,,,,,,
146,neotheworldendswithyou,game?id=85428,31.0,50.0,45.5,70.0,68.0,0.0,,,,,,
147,oriandthewillofthewisps,game?id=46428,11.5,100.0,15.0,100.0,17.5,100.0,,,,,,
148,whatremainsofedithfinch,game?id=45392,2.0,100.0,2.5,100.0,3.0,100.0,,,,,,
149,grandtheftautovicecity,game?id=4075,19.0,100.0,27.5,100.0,43.0,100.0,,,,,,
150,hitman2,game?id=57478,10.0,100.0,28.5,100.0,124.0,90.0,,,,,,
151,spyroreignitedtrilogy,game?id=55358,17.5,100.0,25.0,100.0,31.0,100.0,,,,,,
152,bloodborne,game?id=21262,34.0,100.0,44.5,100.0,75.5,100.0,,,,,,
153,companyofheroes2,game?id=1875,15.0,100.0,21.0,100.0,38.5,40.0,,,,,,
154,papersplease,game?id=6916,5.0,100.0,8.0,100.0,16.0,100.0,,,,,,
155,monsterhunterstories2wingsofruin,game?id=83164,35.5,80.0,54.0,100.0,98.5,40.0,,,,,,
156,sonicmania,game?id=38916,5.5,100.0,9.0,100.0,19.0,100.0,,,,,,
157,injusticegodsamongusultimateedition,game?id=15884,5.0,100.0,10.5,100.0,27.5,60.0,,,,,,
158,halothemasterchiefcollection,game?id=22621,,,,,,,54.0,100.0,52.0,90.0,36.5,90.0
159,enterthegungeon,game?id=35549,21.5,100.0,58.0,100.0,153.0,100.0,,,,,,
160,discoelysium,game?id=57335,20.5,100.0,30.5,100.0,42.0,100.0,,,,,,
161,bloodstainedritualofthenight,game?id=26266,13.5,100.0,19.5,100.0,33.5,100.0,,,,,,
162,tellmewhy,game?id=71968,9.5,100.0,11.0,100.0,13.5,100.0,,,,,,
163,pokmonswordandshield,game?id=65235,25.5,100.0,42.0,100.0,95.5,100.0,,,,,,
164,minit,game?id=55140,1.5,100.0,2.0,100.0,3.5,100.0,,,,,,
165,prey,game?id=44590,16.0,100.0,28.0,100.0,44.5,100.0,,,,,,
166,southparkthestickoftruth,game?id=8833,11.5,100.0,14.5,100.0,19.5,100.0,,,,,,
167,justcause2,game?id=4905,18.0,100.0,35.5,100.0,86.0,100.0,,,,,,
168,borderlands3,game?id=65882,22.5,100.0,42.0,100.0,68.0,100.0,,,,,,
169,kingdomcomedeliverance,game?id=21697,41.0,100.0,75.0,100.0,127.0,100.0,,,,,,
170,thestanleyparable,game?id=14083,1.5,100.0,2.5,100.0,7.5,100.0,,,,,,
171,farcry4,game?id=19310,17.5,100.0,31.0,100.0,45.5,100.0,,,,,,
172,wolfensteintheoldblood,game?id=24484,6.0,100.0,8.5,100.0,16.0,100.0,,,,,,
173,thewolfamongus,game?id=14013,,,,,,,9.0,100.0,,,,
174,sidmeierscivilizationv,game?id=8510,39.0,100.0,112.0,100.0,405.0,100.0,,,,,,
175,outlast,game?id=13407,5.0,100.0,6.5,100.0,10.0,100.0,,,,,,
176,saintsrowthethird,game?id=8076,15.0,100.0,26.5,100.0,43.5,100.0,,,,,,
177,pathofexile,game?id=6938,26.0,100.0,102.0,100.0,385.0,60.0,,,,,,
178,thegreataceattorneychronicles,game?id=91414,,,,,,,44.5,40.0,,,,
179,dokidokiliteratureclub,game?id=49377,4.0,100.0,5.5,100.0,7.5,100.0,,,,,,
180,minecraft,game?id=6064,,,,,,,119.0,100.0,280.0,100.0,314.0,100.0
181,brtallegend,game?id=1345,9.0,100.0,13.5,100.0,24.0,100.0,,,,,,
182,battlefieldv,game?id=57352,6.0,100.0,8.0,100.0,24.5,60.0,,,,,,
183,supermeatboy,game?id=9389,10.0,100.0,18.0,100.0,44.0,100.0,,,,,,
184,metalgearsolidvgroundzeroes,game?id=17291,2.0,100.0,6.5,100.0,20.0,100.0,,,,,,
185,supermariogalaxy,game?id=9377,13.5,100.0,22.5,100.0,38.0,100.0,,,,,,
186,assassinscreedbrotherhood,game?id=661,15.0,100.0,25.5,100.0,41.5,100.0,,,,,,
187,yakuza3,game?id=11423,17.0,100.0,31.0,100.0,107.0,60.0,,,,,,
188,nomanssky,game?id=20074,30.5,100.0,69.5,100.0,98.0,100.0,,,,,,
189,starwarsknightsoftheoldrepublic,game?id=9111,29.0,100.0,36.0,100.0,46.5,100.0,,,,,,
190,journey,game?id=4867,2.0,100.0,2.5,100.0,5.5,100.0,,,,,,
191,finalfantasyix,game?id=3505,39.0,100.0,53.5,100.0,82.5,100.0,,,,,,
192,residentevil3,game?id=72822,6.0,100.0,7.5,100.0,20.5,100.0,,,,,,
193,dragonquestxisechoesofanelusiveagedefinitiveedition,game?id=69743,57.0,100.0,90.0,100.0,132.0,100.0,,,,,,
194,deadcells,game?id=45727,13.5,100.0,27.0,100.0,85.0,70.0,,,,,,
195,deusex,game?id=2486,23.0,100.0,28.5,100.0,39.0,100.0,,,,,,
196,xcomenemyunknown,game?id=11397,26.5,100.0,36.5,100.0,61.5,100.0,,,,,,
197,left4dead,game?id=5209,7.0,100.0,17.5,100.0,61.0,80.0,,,,,,
198,titansouls,game?id=25025,3.0,100.0,4.0,100.0,7.0,100.0,,,,,,
199,madmax,game?id=17610,20.0,100.0,39.0,100.0,62.0,100.0,,,,,,
200,fallout,game?id=3338,16.5,100.0,22.5,100.0,32.0,100.0,,,,,,
201,finalfantasyviii,game?id=3524,40.5,100.0,55.5,100.0,83.0,100.0,,,,,,
202,brothersataleoftwosons,game?id=12660,3.0,100.0,3.5,100.0,4.0,100.0,,,,,,
203,chronotrigger,game?id=1705,23.0,100.0,26.5,100.0,44.5,100.0,,,,,,
204,darksidersiideathinitiveedition,game?id=31632,19.5,100.0,29.5,100.0,48.5,100.0,,,,,,
205,warframe,game?id=11037,,,,,,,,,560.0,100.0,10.0,50.0
206,assassinscreed,game?id=649,15.0,100.0,20.0,100.0,31.0,100.0,,,,,,
207,battlefield1,game?id=38001,6.5,100.0,9.5,100.0,19.0,100.0,,,,,,
208,scarletnexus,game?id=77921,25.0,100.0,32.5,100.0,65.0,80.0,,,,,,
209,thewitness,game?id=10273,17.5,100.0,25.0,100.0,42.0,100.0,,,,,,
210,supermario3dworldbowsersfury,game?id=82771,9.5,100.0,15.5,100.0,26.5,100.0,,,,,,
211,wolfensteiniithenewcolossus,game?id=46420,10.5,100.0,16.5,100.0,32.5,100.0,,,,,,
212,darkestdungeon,game?id=22535,54.5,100.0,77.0,100.0,106.0,100.0,,,,,,
213,persona5,game?id=15221,97.5,100.0,112.0,100.0,173.0,100.0,,,,,,
214,ittakestwo,game?id=80199,11.5,100.0,13.5,100.0,15.0,100.0,,,,,,
215,guacameleesuperturbochampionshipedition,game?id=19973,7.0,100.0,9.5,100.0,15.5,100.0,,,,,,
216,starwarsknightsoftheoldrepubliciithesithlords,game?id=9112,30.5,100.0,40.5,100.0,52.0,100.0,,,,,,
217,deadspace2,game?id=2335,9.0,100.0,11.5,100.0,16.0,100.0,,,,,,
218,fireemblemthreehouses,game?id=46453,49.0,100.0,73.5,100.0,194.0,100.0,,,,,,
219,talesofberseria,game?id=33713,44.5,100.0,67.5,100.0,166.0,100.0,,,,,,
220,grandtheftautoiii,game?id=4061,15.5,100.0,22.0,100.0,41.0,100.0,,,,,,
221,blasphemous,game?id=62047,13.0,100.0,18.0,100.0,26.0,100.0,,,,,,
222,slaythespire,game?id=51390,11.0,100.0,44.0,100.0,232.0,90.0,,,,,,
223,ftlfasterthanlight,game?id=3738,12.0,100.0,29.0,100.0,113.0,100.0,,,,,,
224,halflifeblueshift,game?id=4254,3.0,100.0,3.5,100.0,3.5,100.0,,,,,,
225,ghostrunner,game?id=69898,6.5,100.0,8.5,100.0,11.5,100.0,,,,,,
226,residentevilhdremaster,game?id=22906,11.0,100.0,14.5,100.0,28.5,100.0,,,,,,
227,frostpunk,game?id=41585,10.0,100.0,21.0,100.0,43.0,60.0,,,,,,
228,residentevil6,game?id=7725,21.5,100.0,27.5,100.0,57.0,100.0,,,,,,
229,halflifeopposingforce,game?id=4256,5.0,100.0,6.5,100.0,7.0,100.0,,,,,,
230,garrysmod,game?id=3847,,,,,,,161.0,100.0,145.0,90.0,135.0,90.0
231,shadowrunreturns,game?id=8367,12.0,100.0,14.0,100.0,18.0,100.0,,,,,,
232,darksidersiii,game?id=45524,14.0,100.0,18.5,100.0,29.5,100.0,,,,,,
233,xenobladechroniclesdefinitiveedition,game?id=70160,51.5,100.0,79.5,100.0,130.0,100.0,,,,,,
234,soma,game?id=22549,9.0,100.0,11.0,100.0,11.0,100.0,,,,,,
235,saintsrowiv,game?id=12650,15.5,100.0,24.5,100.0,36.0,100.0,,,,,,
236,metalgearrisingrevengeance,game?id=5905,7.0,100.0,11.0,100.0,33.0,100.0,,,,,,
237,survivingmars,game?id=45951,18.0,70.0,37.0,70.0,123.0,40.0,,,,,,
238,assassinscreedrevelations,game?id=664,12.5,100.0,20.5,100.0,34.5,100.0,,,,,,
239,finalfantasyxiii,game?id=3532,48.5,100.0,61.5,100.0,105.0,100.0,,,,,,
240,laracroftandthetempleofosiris,game?id=21699,5.0,100.0,7.0,100.0,13.0,70.0,,,,,,
241,omno,game?id=86978,3.0,60.0,3.5,50.0,4.0,90.0,,,,,,
242,sonicgenerations,game?id=8763,5.5,100.0,10.5,100.0,23.0,100.0,,,,,,
243,persona5strikers,game?id=72069,35.5,100.0,45.5,100.0,67.5,100.0,,,,,,
244,segagenesisclassicscollection,game?id=21445,,,,,,,7.5,50.0,,0.0,,0.0
245,luigismansion3,game?id=66305,13.0,100.0,17.0,100.0,21.5,100.0,,,,,,
246,overcooked2,game?id=57518,6.5,100.0,10.0,100.0,18.0,100.0,,,,,,
247,devilmaycry5,game?id=57514,11.0,100.0,15.5,100.0,68.0,90.0,,,,,,
248,thelegendofzeldalinksawakening,game?id=66255,14.0,100.0,16.5,100.0,20.5,100.0,,,,,,
249,fallout3gameoftheyearedition,game?id=3342,28.0,100.0,63.0,100.0,107.0,100.0,,,,,,
250,superhot,game?id=21723,2.5,100.0,5.0,100.0,20.0,100.0,,,,,,
251,octopathtraveler,game?id=53592,60.5,100.0,78.5,100.0,102.0,100.0,,,,,,
252,blackmesa,game?id=1100,14.5,100.0,17.5,100.0,19.5,100.0,,,,,,
253,xcom2,game?id=28279,33.0,100.0,45.5,100.0,68.0,100.0,,,,,,
254,crusaderkingsii,game?id=2058,64.5,100.0,207.0,80.0,341.0,60.0,,,,,,
255,shovelknight,game?id=19512,6.5,100.0,8.5,100.0,17.0,100.0,,,,,,
256,watchdogs,game?id=11101,19.5,100.0,33.5,100.0,59.5,100.0,,,,,,
257,astoryaboutmyuncle,game?id=18936,3.0,100.0,4.5,100.0,8.5,100.0,,,,,,
258,divinityoriginalsinenhancededition,game?id=31400,62.0,100.0,82.0,100.0,107.0,100.0,,,,,,
259,maxpayne3,game?id=5739,10.0,100.0,13.0,100.0,31.0,100.0,,,,,,
260,apexlegends,game?id=64753,,,,,,,,,,,138.0,100.0
261,hyperlightdrifter,game?id=13557,8.0,100.0,12.0,100.0,26.0,100.0,,,,,,
262,residentevilrevelations,game?id=7742,8.5,100.0,13.0,100.0,34.5,100.0,,,,,,
263,layersoffear,game?id=29851,3.5,100.0,4.5,100.0,9.5,100.0,,,,,,
264,animalcrossingnewhorizons,game?id=68240,60.5,100.0,125.0,100.0,363.0,100.0,,,,,,
265,supermetroid,game?id=9390,7.5,100.0,8.5,100.0,9.0,100.0,,,,,,
266,torchlightii,game?id=10528,20.5,100.0,28.0,100.0,72.0,100.0,,,,,,
267,finalfantasy,game?id=3480,17.5,100.0,23.0,100.0,33.0,100.0,,,,,,
268,callofdutywwii,game?id=46121,7.0,100.0,9.0,100.0,19.5,100.0,,,,,,
269,watchdogs2,game?id=37861,19.0,100.0,31.0,100.0,45.0,100.0,,,,,,
270,assassinscreedunity,game?id=21269,17.0,100.0,34.0,100.0,77.5,100.0,,,,,,
271,castlecrashers,game?id=1556,7.0,100.0,12.5,100.0,42.0,100.0,,,,,,
272,ahatintime,game?id=130,9.0,100.0,13.5,100.0,16.5,100.0,,,,,,
273,shinmegamitenseiiiinocturne,game?id=8425,50.0,100.0,63.5,100.0,89.5,100.0,,,,,,
274,demonssouls,game?id=82153,24.0,100.0,32.5,100.0,58.0,100.0,,,,,,
275,totalwarshogun2,game?id=10548,25.5,100.0,54.5,100.0,162.0,50.0,,,,,,
276,hitmanabsolution,game?id=4475,12.5,100.0,20.0,100.0,35.5,100.0,,,,,,
277,awayout,game?id=46386,6.0,100.0,6.5,100.0,7.0,100.0,,,,,,
278,genshinimpact,game?id=68133,49.0,70.0,99.0,100.0,163.0,50.0,,,,,,
279,amnesiaamachineforpigs,game?id=438,4.0,100.0,5.0,100.0,6.0,100.0,,,,,,
280,forhonor,game?id=36385,7.0,100.0,9.5,100.0,16.5,70.0,,,,,,
281,shadowwarrior,game?id=8352,12.5,100.0,15.0,100.0,35.0,70.0,,,,,,
282,ninokuniwrathofthewhitewitch,game?id=6585,44.5,100.0,56.0,100.0,92.0,100.0,,,,,,
283,katanazero,game?id=33020,4.5,100.0,6.0,100.0,9.0,100.0,,,,,,
284,legothelordoftheringsthevideogame,game?id=5265,10.0,100.0,16.5,100.0,33.5,100.0,,,,,,
286,metroidzeromission,game?id=5961,4.5,100.0,5.0,100.0,8.0,100.0,,,,,,
287,cristales,game?id=68209,22.0,50.0,29.0,60.0,33.5,50.0,,,,,,
288,assassinscreedsyndicate,game?id=26706,18.5,100.0,33.0,100.0,54.0,100.0,,,,,,
289,mafiadefinitiveedition,game?id=78135,10.5,100.0,13.0,100.0,25.5,100.0,,,,,,
290,moonlighter,game?id=56787,14.0,100.0,20.5,100.0,25.0,80.0,,,,,,
291,oriandtheblindforest,game?id=19265,8.0,100.0,10.0,100.0,11.0,100.0,,,,,,
292,masseffect3,game?id=5707,24.5,100.0,35.5,100.0,50.0,100.0,,,,,,
293,hotlinemiami2wrongnumber,game?id=4531,9.0,100.0,12.5,100.0,32.0,100.0,,,,,,
294,astrosplayroom,game?id=83361,3.0,100.0,4.0,100.0,5.0,100.0,,,,,,
